id	label
TYa0xjMBupM_000613	lip smacking
lKkW2wWkSJE_000111	airplane crashing
XZhLMTOmM9w_000030	cat meowing
YTV9OVmgbBQ_000084	coyote howling
uhmXridEbTs_000494	playing bongo
U4LITdDmjvg_000011	toilet flushing
qWo7zzrDqEU_000427	forging swords
g0vwHQf1lO0_000006	wood thrush calling
2B-xGbzOjYY_000030	playing banjo
_Oq8cy6T4KA_000091	tap dancing
dQv6_xbhRss_000110	disc scratching
YSLun3TqE08_000150	playing cello
gg6yoeBoYxg_000000	children shouting
sRKyvq20rY4_000002	dog growling
rmL21Z7wZuk_000020	blowtorch igniting
WFgIargH3-4_000039	dog baying
uA6Ycad4cLg_000173	blowtorch igniting
mdrKLSXXZNc_000302	bird calling
BwJ2YYLFwTc_000118	playing bass drum
Zfn6CE4-jww_000245	train whistling
mA1d-1wXTgU_000056	playing trombone
d2nT1ZwZiZw_000051	power window motor
J3_suqJKrug_000058	electric blender running
UFIBEBkm7ao_000030	driving motorcycle
KuFurXDu4l8_000000	marching band
a23vS080B2E_000100	waterfall burbling
X1B6bDrgzXM_000050	train wheels squealing
CL5vkiMs2c0_000010	reversing beeps
7CRVoUCXg_A_000030	cat caterwauling
UNJswfXKJ3s_000030	playing steelpan
_6gpB_Trvo8_000000	car engine starting
emKeqXN646s_000108	playing djembe
aNKWalYyU0g_000012	chicken clucking
ZZoM-leT_0U_000041	dog baying
sbZ5Ls141fg_000030	baby laughter
Hjx-S-6U9k0_000000	elephant trumpeting
BqCBBcWN9bw_000023	people battle cry
cYM7vTqRUJ0_000198	playing guiro
7S_iHrdfrvQ_000030	people whispering
_R9Ma9rjEWg_000030	playing ukulele
Slcg717UTrM_000004	cat growling
raCIGB3B4mg_000271	driving snowmobile
pnsntPDPfxg_000064	penguins braying
Ng9bw-BkB94_000030	electric blender running
fruUoi4bWvo_000018	air horn
IevRzGh8uMs_000134	train whistling
DrN1hZuDLqA_000153	lathe spinning
WesKosc-_c0_000047	playing bugle
3DK5YAQAVlI_000080	blowing nose
oclGXBsr6S8_000077	person eating
EqFttu-PgP0_000030	playing clarinet
wmStqt_0Ja4_000192	chimpanzee pant-hooting
dLRlnhW9_Pc_000070	machine gun shooting
OkMPd5IwM-w_000012	cuckoo bird calling
COhPkkb8I0c_000096	cat growling
z_WasI8m3iM_000012	cat growling
0G50t4FlbIA_000060	people screaming
aFKTFN8p-pw_000053	playing cornet
VM-U7MyZAck_000030	playing electric guitar
AAdciXShS1c_000019	parrot talking
eSMCZfnJ5gI_000030	dog barking
LeKSh68pvMQ_000030	horse galloping
T-3hHhrPBeg_000087	chimpanzee pant-hooting
u0aPBeSCVvI_000000	magpie calling
4-DcTjFR4qw_000100	car passing by
gE-sdOo_bck_000000	baby crying
xoXTlNWkC7w_000170	playing congas
S86Ql_59KMI_000211	playing erhu
GbJ84ESfKOs_000030	playing harmonica
UzUTFdlYT68_000055	owl hooting
SUu1E8uOGR4_000028	playing guitar
iWiNV03Wa6Y_000072	snake hissing
f5RrGFBbbSY_000020	chicken clucking
6TUnFZqFhGg_000354	hedge trimmer running
3k8zGf8Btfo_000250	playing drum kit
Ju4r0QU0Qg0_000018	bull bellowing
lb1awXgoyQE_000000	tires skidding
glLQrEijrKg_000300	playing hammond organ
tRsClUJDxCQ_000029	playing bugle
AK_xkz5nfIM_000089	lip smacking
TauSQlIbIME_000030	child laughing
3GtKbvwaycY_000037	playing bassoon
UsdoUjuczY4_000030	playing cymbal
6Yk15FbL2yw_000081	playing drum kit
kzxmNNpXkF4_000057	bird singing
ff21Bursam0_000160	cattle mooing
PtXXQg3DpcI_000264	playing cornet
FrJx8vk4GWs_000100	playing cornet
N3B-vKpsKoE_000125	cow lowing
5ott6Y1gZcY_000218	people cheering
QJEw9jknWlw_000050	bird wings flapping
g2at4AqJsqk_000142	dog growling
SBeC9TISHz8_000030	playing guitar
dLZEZTNhFwM_000032	bull bellowing
R4b_-IT43P4_000030	playing electric guitar
INdCGM4pQOs_000497	mynah bird singing
mEuLwjBPLxk_000048	playing snare drum
Db0c4aAwUbY_000030	playing steelpan
uEVID59IoHE_000030	playing flute
GjqHhBTAO0U_000030	playing electronic organ
DroAzooK4yw_000030	playing acoustic guitar
telZ8Dc0i_M_000294	people sniggering
KxLMzuKzpOM_000571	eating noodles
LhRNnXaSsCk_000030	driving buses
_F4l0BMbBf8_000286	people eating crisps
ioQdfK6Ae9k_000010	playing djembe
So8G7UXguNA_000077	tractor digging
Fsu8KjtWhPo_000079	cat caterwauling
alMbWx4lVL4_000030	playing accordion
HpDgnUgkNTo_000120	railroad car
PqlmyFDIeUM_000039	playing mandolin
fw8zeOi0DiA_000137	parrot talking
GXuqtCdONDs_000091	playing bassoon
pSlVtxLOYiM_000050	playing cymbal
68jDXIGUBMo_000082	wood thrush calling
P5Au94IeCXc_000165	playing erhu
YVJWw5RxUeM_000002	people giggling
kr8ssbrDDMY_000030	fire truck siren
E7CeefZM4I8_000008	magpie calling
IMQtdwaG8I8_000101	forging swords
jVbT8XQkJx8_000094	playing oboe
kO6CR2aAM3I_000024	hair dryer drying
Hjyl1n_1muU_000006	cat meowing
MYxhRD4RVmQ_000010	vacuum cleaner
1U8Y6VifI-M_000050	people sneezing
Qu4HdM0sAOM_000059	warbler chirping
b0KSxH37gVE_000100	dog barking
Bgnaur8-fas_000160	playing bongo
GvRM_UnjJoE_000030	horse clip-clop
1mkIuq3rjUg_000019	playing guiro
Aiks9EreMFY_000171	playing cornet
W3vkkSbyODo_000043	playing bassoon
ktis2aZfphM_000010	playing cello
qHDSQ2RC-sQ_000030	singing bowl
MX5ei7dDgPc_000137	parrot talking
RnXiQh8x--c_000126	telephone bell ringing
Dj9gyAoqmQ0_000030	machine gun shooting
jaI41fTAM54_000030	church bell ringing
r9lsNndMDIU_000052	playing washboard
Aq3pc1q58Kw_000084	cat caterwauling
WvquSD2PcCE_000030	driving buses
X5Xs8Y1cJK0_000030	motorcycle idling
MXoUiFrXVak_000011	electric shaver
lGZKkiZEDBY_000003	alligator hissing
VViXFIbJNbk_000130	people finger snapping
Fm5ZiCupuqc_000045	beat boxing
hsch-EsQFlU_000021	eagle screaming
rTh92nlG9io_000030	typing on computer keyboard
FsO5303dhUc_000072	sheep bleating
AIuayXjDos8_000130	playing ukulele
WoXgPQQjcJU_000060	playing didgeridoo
QxOuHDxJw_o_000005	snake rattling
guD3o7aspko_000030	people sniggering
0UF1FHDPM1A_000030	people sniggering
_8VTJcZAwaw_000003	playing tambourine
B3bZSOpO9lM_000018	opening car electric window
r38dp-thzOc_000206	parrot talking
HOqx0IZGgBk_000286	train whistling
8mOksvfiImI_000130	telephone bell ringing
84fDGWoRtsU_000210	skateboarding
c-_S5Tt-gbw_000490	typing on typewriter
6ZDqSPh5u20_000022	people eating apple
toTu8BntJPg_000017	elk bugling
n9etMRi77Wo_000273	alarm clock ringing
6BXR7JlTiBQ_000009	coyote howling
AjLuenrAsbE_000030	playing electric guitar
BT2JPFpMrzM_000018	lions growling
fGvhcD5G82M_000007	dog whimpering
17yDXvJTdeo_000603	people slurping
ohgUAJN2ymk_000083	chinchilla barking
e8OMvCTmsX0_000363	playing tympani
zwBmiXviAAM_000202	missile launch
qigQFZRmydQ_000191	cow lowing
bz20Ve-c1xI_000030	cap gun shooting
6ZAzQ_xUCUo_000145	slurping
lg6lt9pvfKY_000684	canary calling
6wO8ORMfyFI_000430	steam whistle
lNEMzNU9Unc_000080	wood thrush calling
MZFo739aKwI_000109	cow lowing
XHQGUbMSPTM_000030	kayak rowing
z6pCw302VWc_000098	alarm clock ringing
6hZQHsHfuSo_000175	pheasant crowing
FmekHi2dLdI_000083	sheep bleating
uLdRi__nG2c_000030	typing on computer keyboard
rCB9BicDeyE_000056	alarm clock ringing
APag9oaOG_w_000674	people slurping
NYKrP5HnEC8_000030	playing gong
Ti0Ck0xTdw4_000030	typing on computer keyboard
7-vFjIl7wCI_000021	children shouting
OxbHUMFOxnk_000030	baby laughter
wVVBhbrnj9s_000040	baby crying
DjPrMmqCqlg_000075	electric blender running
9zW-E0XdWdw_000160	female singing
XJzWnBLIXQk_000099	popping popcorn
ckIK43SCbkw_000036	alligators hissing
iC0iQ1QKan4_000785	lip smacking
aHx50zHbHbE_000013	playing violin
KrAPRaQI9cE_000386	train whistling
D2IvCQMkGWk_000055	tractor driving
4qaiLMEce6Y_000025	bird chirping
63rqIYPHvlc_000030	people finger snapping
h9vUucEhRN4_000090	cat caterwauling
HfnGMq0S-vo_000019	popping popcorn
g3bUrhq5Vpw_000296	people gargling
uvlhlXGMPos_000030	dog growling
8ZOyve_7Nzs_000099	tractor digging
pbVP6Z1c4_k_000420	hair dryer
VJ9E_Td0_dk_000030	people sniggering
iPFoT3Iz234_000010	magpie calling
LataVY-O5FA_000090	disc scratching
kf0YrFpuNKQ_000030	machine gun shooting
JErx-AImWqk_000000	dog barking
LC79lWBAlR4_000410	playing bassoon
FrLkQovl2Ok_000000	pheasant crowing
WokAaq70lRM_000378	cheetah purring
1dyFP4MGkIM_000030	skidding
YxIScOdROZE_000090	dog growling
Cs_DJvnYWTs_000010	dog whimpering
-23CeprtibU_000030	chainsawing trees
Y3Iu9Xq-TaU_000505	people slurping
RXIRbazT2Rs_000270	sewing machine running
_Afs4B07Xog_000022	playing mandolin
CpoUHOCPaNw_000020	playing harp
Y5Qrawu3guY_000030	playing banjo
WUJXiIqMhCs_000036	playing shofar
StO32FBBIH4_000011	baby crying
ks0EpvbEO7Y_000083	people sniggering
l7RTgupQWcc_000030	fireworks banging
91z1LeIpLbk_000004	lions growling
L11Wkfojbzc_000263	car engine idling
HNNDBeHGlBc_000015	snake rattling
OhhSpbVbXYA_000145	playing tambourine
3T3hm1hHCto_000228	snake rattling
5oPlF8LSdmg_000094	chainsaw cutting
u5rQmh0SE1g_000102	popping popcorn
u1WvUkJWLjI_000020	snake rattling
qY0tqG5jmfs_000043	chickadee calling
IjQYJJo-cnw_000003	playing bongo
XQXsAZJqDig_000030	pigeon cooing
WQcS2qPupwQ_000094	car window moving
73cuZZq-J3w_000020	engine accelerating
gpIWcn9yiXg_000350	playing harp
ElJFYwRtrH4_000030	people screaming
1PN-bfs2EhY_000030	child singing
k0ikzr_6EQg_000887	race car
4O-dYCrVKLY_000030	typing on computer keyboard
mKEJRZtNx9o_000044	baltimore oriole calling
qShzBJddv_s_000027	warbler chirping
HOm3GkVl8D8_000040	chinchilla barking
lu52106QS6E_000025	playing trumpet
qoVQyvJcKkQ_000460	person eating noodles
bf_I0tRLfh4_000030	playing trombone
LaUs2LAnO1w_000123	playing castanets
g1B7AXhFQ1I_000060	slot machine
ZqFhbOL1WPA_000230	playing bassoon
wTduj6YOVuU_000010	baby laughing
l5O87Umi7DI_000210	playing bass guitar
Via5YWUC1Lk_000180	black capped chickadee calling
oqOyiPlZVDw_000020	people belly laughing
n7QAOoPX6yw_000003	playing glockenspiel
IMjpwQHZaWo_000033	bathroom ventilation fan running
2p37j052q3o_000004	alarm clock ringing
j6s-UMrMIE8_000190	snake hissing
bLT5nbwpVOw_000000	playing saxophone
n4-THBrsn4o_000106	coyote howling
70CtvdsGQf4_000002	cat caterwauling
Abezh6k-jOM_000030	car engine knocking
FRwFfq3Tl1g_000310	skateboarding
tIPnM_oW39U_000173	yodelling
2ACsPTob5cY_000118	snake rattling
eSSs8vV3VNc_000491	forging swords
6ODACANcE7Q_000221	snake rattling
ZyiDGq0qh2s_000030	dog barking
JYeBZqAjKG8_000120	telephone bell ringing
NwpT3VmaDGE_000205	playing bassoon
wNG49_jvQto_000030	people sniggering
IpCLfHuI_VM_000172	wind chime
lI3P985JB7k_000149	playing double bass
zD9Kgrva0RU_000013	tapping guitar
ALVS3Q_jNaU_000030	playing electric guitar
V8tcqAyPSYw_000064	missile launch
Xp-u8qRkJZA_000014	bull bellowing
9nsLTLNvOSw_000150	helicopter flying
fFSnuSjcrzw_000039	alligator hissing
WUZOa6rFj6s_000030	playing french horn
R6hwadNOJcg_000052	playing oboe
n9PJa0BvCLc_000016	missile launch
h6zc38gOkA4_000130	playing clarinet
cK9JgR-LGfU_000046	alligator hissing
nzrNxN3vG1w_000030	female singing
yqKLtv30fcQ_000005	snake hissing
UrUJ9tUJynA_000030	child singing
Rm2XQrio0QE_000099	playing bongo
10aF24rMeu0_000030	reversing beeps
Evh-bm79BgQ_000275	eating noodles
xZF-QuI4roY_000474	electric razor shaving
s2avsLDhTUM_000062	cricket chirping
VkcsBNzy1UA_000091	yodelling
F1X7egd8Us0_000030	playing acoustic guitar
LfXdaE7ph_I_000011	baby crying
UaFiUiC_Izo_000054	squishing water
Rnf7M43L6NI_000195	train horn
4Tpy1lsfcSM_000030	reversing beeps
YrBpFByZmKM_000137	playing double bass
meoZvdQ2qBs_000162	missile launch
bn1TUcXPHfA_000223	playing bugle
ZEP87KTkyNM_000277	driving snowmobile
fQRh2QW5RX8_000030	bird chirping
rjGjz5DolWA_000030	dog barking
19r6_MQei4M_000119	dinosaurs bellowing
1TJrceFMGrU_000114	tractor running
7SKRc8oyLvE_000009	train wheels squealing
KUoMl-m6w-o_000026	people burping
vzY4mHyr-F8_000214	people humming
JBbLvj_lHRI_000089	chickadee calling
9Srnaag2tCo_000079	playing violin
3mtdpXbogzk_000180	speedboat engine running
mCaniZpghFE_000310	playing harp
VOkiX4gWRI0_000125	electric shaver
GNYKzDo4w7w_000110	machine gun shooting
IID8ylEYH5o_000062	canary calling
e42ylHtkQ5M_000030	typing on typewriter
nMUUYby3ZQQ_000064	airplane flyby
Tr7PDdzq40o_000180	playing harpsichord
F4JohaJr23s_000072	civil defense siren
Iy2HaWAAnvQ_000173	train whistling
TwucF4h5v3U_000084	missile launch
9EsgN-WS2qY_000030	reversing beeps
IdkAQNGihZU_000151	civil defense siren
AHIV0RMwnN8_000150	tap dancing
b-5nX20MGoE_000058	lathe spinning
00wORCOKNHw_000014	horse galloping
pUn8YqN2meU_000009	playing cornet
4p8n4Zf-WMM_000190	lighting firecrackers
JIVlpGCaiTs_000030	playing gong
9PEyCM-BrG4_000024	hedge trimmer running
0PHUQku2P5I_000050	choir singing
6E2jKYWemGI_000320	machine gun shooting
r-QpsjA-LHo_000054	driving snowmobile
-5z9IXBJefc_000227	playing djembe
qdfN5FWH1-E_000227	playing djembe
0welW-8hB1c_000071	chickadee calling
lb_m2AVVb5M_000100	playing cello
OI4vBlF4O-Y_000052	yodeling
FIktp5ggvX4_000010	dog barking
djJ4ETLTBWE_000090	wood thrush calling
kpBkoalXnXM_000228	people gargling
sI2qIWCfEJ8_000025	cheetah chirruping
ekxnklqMf8c_000048	missile launch
Awtmlyq0MY8_000030	people burping
ZlOdV1o8SpY_000004	playing washboard
GK9b04Q2X90_000018	alarm clock ringing
XrfEKRcnKxs_000030	people sneezing
um-biLfru-c_000009	lathe spinning
We4ilLBQBrc_000001	pheasant crowing
cdEytWP8M9U_000057	air conditioning noise
8rKtax0rSuw_000030	kid speaking
io2ZMAWqkeQ_000010	lions growling
6QvSd79Ocw8_000030	bird chirping
ITaflypbuAs_000015	playing shofar
BUGx2e7OgFE_000030	playing harmonica
qm0u7bsHQeI_000044	parrot talking
uz-_ROIn0bM_000035	blowtorch igniting
20qZLse0acs_000030	dog howling
1RhYdQnZ_hw_000030	female singing
FaMZfnJKuqA_000019	tractor digging
awn0pAyJJYk_000030	goat bleating
9FoazVf3CVg_000030	bird chirping
FNFgjJ00J9w_000030	chicken crowing
wCPEfqnHzNc_000067	alarm clock ringing
9-A6dZ8mbjM_000332	slot machine
VeiJYltEZFc_000034	playing tympani
d8ya35A6yzk_000075	airplane flyby
NTyKi3QGd4k_000090	playing electronic organ
FLuiWytkGd4_000029	snake hissing
4euUZgSSuIw_000160	woodpecker chirping
Ydz4uQX5_ow_000023	people booing
glLssX4biLE_000094	playing washboard
kH6fFjIZkB0_000030	reversing beeps
iHL96O04zDo_000002	cuckoo bird calling
M_3Mk2nMydQ_000030	vacuum cleaner running
5aEBWi9H0rg_000460	church bell ringing
fw3aeZ0BieE_000010	playing djembe
6EIgJvYx4AE_000551	playing oboe
GYQVFv7wGHY_000026	squishing water
oVcQgIsw2Ac_000030	playing accordion
m1GaYAKcH9g_000050	police car siren
IZQPvlIJEoI_000030	kayak rowing
haEhBq0E5Eo_000119	electric blender running
Nuyu78uZcVE_000162	playing djembe
REDLY6m3Muw_000042	civil defense siren
SVoLykPMwAs_000030	bird chirping
z5-LFayciG8_000247	air conditioning noise
O3HG59u1yek_000030	baby crying
qL-ifTe9Reg_000007	playing steel guitar
0oTdsarJHA4_000220	playing trombone
pH-qdjZgqis_000113	elk bugling
KJMpCjosdu4_000051	lathe spinning
682ODyTqKyw_000130	skateboarding
SwRjY1-ojAU_000030	baby babbling
fpCo9vXA3EM_000112	playing steel guitar
XXkTYV7NqIA_000275	dinosaurs bellowing
Skrr-UgHeHg_000008	lions growling
9R6XN9-Z27U_000030	goat bleating
yIx3ml9_nsQ_000060	people sneezing
FayXchyGICg_000027	people booing
ZedCPKaacjU_000326	airplane taking off
3LNnX2Vq0XM_000000	snake hissing
YGj2ZPZ5cew_000290	turkey gobbling
fFKL_Njts_U_000371	playing drum kit
5VYm2PFJ9iM_000376	playing cornet
CQpGLOiNpnI_000590	playing saxophone
2bCuw7U_Rac_000390	playing accordion
lMms5mWwXjw_000162	tap dancing
Db6Hjt0x28k_000056	playing timbales
6taAP7SFewI_000030	car engine knocking
YNNepx1HYM8_000031	parrot talking
Fup02r6oh-8_000030	cat purring
rwmtZb4cEiY_000031	sea lion barking
oiNhFODWPVk_000185	tractor digging
dQpqPwiKva0_000054	yodelling
70SeDyvtqi8_000205	electric blender running
_WJFzZwYgoQ_000000	chicken crowing
DfrOLl-Or0Q_000011	telephone ringing
t9PEpPvVNzI_000310	machine gun shooting
AiHq9qStg00_000042	people marching
9NUBwDtWAmk_000030	playing violin
4vsI0Kwn8jY_000030	playing mandolin
amEW4O2Z350_000035	playing glockenspiel
B-ABbng7Zo4_000508	barn swallow calling
_cES7Twcq18_000006	playing cornet
1f-L1M-S6RQ_000030	engine accelerating
Kvpav8cFKhM_000120	playing electronic organ
JIMJ7ewIoPA_000030	playing harmonica
dIzQVYDYtKA_000085	tap dancing
ifHRDBx-ctw_000030	playing accordion
LUg8N2STi2k_000540	playing theremin
Sr35u7b1OFI_000039	eating apple
1sukRxLM77w_000021	hedge trimmer running
ZwzKM1_rx5g_000015	playing tympani
u-__x3dDLSs_000047	chicken clucking
-r2-9oyIzkQ_000030	male singing
Hjx-S-6U9k0_000050	elephant trumpeting
Y8x4eyGCecI_000320	airplane taking off
U8golAIXZps_000001	children shouting
ZHIwj6hmd4A_000000	bird squawking
cef972vNfUE_000030	people whispering
C7hEJn-CQEU_000030	playing electronic organ
0bobzCB2ObQ_000076	tractor digging
pFIDYtC0abw_000002	car engine idling
N6e5C5sXdBI_000000	dog howling
K7dXkfKAano_000576	eating noodles
nFa1PNr2dLA_000030	helicopter
Dr_iScgnMPY_000026	slot machine
G-tO6Sqyiu4_000030	chicken clucking
ixscoaWEEnQ_000104	people eating crisps
dm5DJNfGJTs_000122	playing djembe
NyWZtL6Essc_000038	people belly laughing
lsY8RejLczg_000176	slot machine
TslB1VMKXmM_000010	toilet flushing
THgnXOLqpTg_000365	stirring popcorn
7LsJrF1AwZg_000030	toilet flushing
ik3SNmU2v9k_000135	pheasant crowing
SkQb0gnQg6s_000218	magpie calling
4dVhbo5rq7w_000212	playing djembe
Tf5WWrpzSj8_000095	cat growling
u0Ys0J4rvFQ_000023	cat hissing
c3AJOT4VwSE_000510	opening drawers
MnGVz1Xu4L4_000075	train wheels squealing
CF7-FnDkLwU_000030	playing hammond organ
7SLiFO2MoHc_000017	people giggling
haVBNvKQsEI_000020	mynah bird singing
gykTJfcqaH4_000234	ice cream truck
31GOxPXDNkk_000068	playing erhu
OSlYn9hTRFA_000030	people coughing
WclYLl_KlwA_000050	dog barking
eoalVl5ikL4_000030	playing mandolin
bWKYTH7OYXk_000220	waterfall burbling
DFf71XYDX3g_000016	chipmunk chirping
gLSoyIcevss_000030	playing violin
T_kADs0ZIeM_000713	people marching
GzPqONtFJXA_000060	lions roaring
nou1eQNbW30_000002	parrot talking
NdYDEnBhiSE_000018	coyote howling
qhyrLOJ7LcQ_000440	fire truck siren
_Qnw4_agm-0_000030	playing harp
0xPWkrfjMu0_000178	lip smacking
dIIiaO12I5Q_000006	baby crying
bgl8r_eRI1I_000000	baby laughing
mTM0WQRcfNU_000050	machine gun shooting
UnMk7X7PM80_000139	canary calling
ciVsS-oZEPc_000103	elephant trumpeting
Qa_6nlhGR9k_000051	canary calling
fWjgRBl7LNc_000060	playing zither
h_m8EqsraXs_000206	lions growling
kxTwZeZxuvo_000099	housefly buzzing
LataVY-O5FA_000063	disc scratching
aridgcppt0g_000038	playing oboe
J65y3xLtzhY_000016	telephone bell ringing
HYQ8F3qtKEA_000083	playing erhu
KqsNyXIEIwg_000030	motorboat accelerating
Qe71m678qEU_000030	playing guitar
iq5Lh7AB1Ns_000019	playing glockenspiel
EksjhWF0zqE_000020	waterfall burbling
EVSNLohmKFc_000540	using sewing machines
I2S72eajLzw_000030	playing hammond organ
ooi_oagj_j8_000043	tap dancing
C4EJRCN7f7Q_000558	child singing
RuHSkgQf3uw_000019	playing timbales
YaZx80MEyKs_000060	people whistling
STrIfVNpIGc_000006	playing shofar
RuCO6UGsRHI_000313	barn swallow calling
5qVc9y3TNnY_000030	female singing
gefp9ta8LTA_000030	playing accordion
bt6HajgJ9Ls_000420	people babbling
B90BOtSOD2Q_000410	female singing
ZSqKAFe326w_000063	dinosaurs bellowing
SB1dEgUQh3w_000187	electric grinder grinding
8BQgOfXaBa4_000125	snake rattling
bZOJYhzt5_U_000240	playing oboe
hZ4oCZEjcWE_000129	playing tympani
zgR4fR2nPvM_000139	tractor idling
9JBG-Wi1gUQ_000030	waterfall burbling
mt6Pa7pBz_A_000210	train whistling
vJG_xzuu7M4_000100	playing mandolin
XdNW5tS4u3w_000014	playing tambourine
94t9laP3N3E_000011	cat caterwauling
p6LLoRUj0nw_000145	playing bass drum
6uMAVCznTbA_000480	hair dryer drying
BrjXD7rdihs_000497	playing drums
IEjaZmXmm4c_000020	telephone bell ringing
fwKMB57hL6E_000097	pheasant crowing
oT8Vg7egGwI_000043	people booing
sH9j4mHGGkQ_000120	playing violin
6VycuUJbRjI_000030	male singing
KzvdKLdBw3s_000060	woman speaking
KXuB62SMFvA_000030	playing theremin
-u-40BIU1HE_000003	cat hissing
1yWGmdevTuM_000030	playing didgeridoo
fakJJOOLBhw_000083	elk bugling
iM93yND9Ghw_000010	airplane flyby
CIJhL5kL8Sg_000788	driving snowmobile
zBuVTpKmgQE_000020	playing tambourine
H942QC8B3bc_000030	horse galloping
CK7_1E8cNMM_000043	playing tympani
1hoUEfsTmdE_000030	female singing
6BCoBGdvyiQ_000162	missile launch
XHlsNQZbZd8_000270	beat boxing
Zgogkej7gHg_000274	sheep bleating
JfDeETDDwhM_000040	waterfall burbling
TSpGd9p17n0_000202	elk bugling
HwGK5RvNOFI_000030	typing on computer keyboard
gpJFhQtQ4cs_000133	playing tympani
u3fTQHv01rE_000163	people giggling
GmIZBYNqyT0_000010	eagle screaming
AcJXSEfGGcI_000030	helicopter engine
_snV8otOVmg_000293	squishing water
Y3AK50PotkQ_000030	goat bleating
nCqe6N5e__0_000000	playing oboe
VAqgpoyD2jc_000030	playing banjo
ZIPScztJi0M_000049	cricket chirping
OKsOk8558gs_000380	baby babbling
yy0n-N17n04_000010	playing harmonica
tlFgdrl3NQA_000065	turkey gobbling
dU5GJkZ2Ltw_000044	parrot talking
UeEMaZqMRp0_000030	people shuffling
AGTyP86x_Sc_000110	crowd shouting
dCcCTlI_neI_000722	lip smacking
xjgC2ajAK0M_000001	baby giggling
VuXmHBFFkPw_000030	dog barking
XwfxT99WlZE_000015	playing bongo
29MZ0dwOBOM_000112	hedge trimmer running
x_5t0os3A2I_000009	playing bongo
t-yy7v7P0IE_000100	playing bass guitar
gNmZoBiNLzU_000180	playing accordion
ETJOLbXNiwA_000007	airplane flying
3VfSV1vJydw_000191	playing mandolin
kl2E2erlkRg_000050	playing flute
ZdYth-f68M0_000192	yodelling
9rXAmXuAOw8_000000	crow cawing
oCVRgGxkKo4_000090	people babbling
HajY_r6RNy0_000090	playing accordion
Pb1AZvbd0Jc_000111	bull bellowing
O9KZqw2dyXM_000024	dog growling
h7hGEzZUXQQ_000000	elk bugling
ljjWDXhYU9A_000018	electric shaver
0teMcpgy9Jo_000058	pheasant crowing
sNuctsHhAJg_000047	playing tympani
tiMD7FdhbPo_000050	playing trumpet
t0E2aNbebu0_000010	child singing
rOQt6_E-x_0_000000	people humming
WGYzVpMeSEg_000210	vacuum cleaner running
QAoCyTYnAuc_000011	tractor digging
vVle7Qb4tDU_000056	tractor digging
ob2_1sTTEiU_000014	missile launch
OQuFLgQSj0k_000044	people giggling
IblhEF_MiH8_000400	race car
Mel-OwQFWmo_000130	railroad car
gQXJt2cE-8c_000070	orchestra
5__UnpOFMZo_000005	telephone bell ringing
lkLg1kI06UM_000406	slot machine
usAbPEHJsdI_000080	fireworks banging
-8cgbhIR_pw_000030	playing acoustic guitar
bWyrxAZCOhA_000020	playing cello
B7WXCogPmmg_000135	playing drum kit
eQ8CMCLS5rY_000550	sewing machines
laSDlOFM5vc_000025	canary calling
wibHmlHjDt8_000175	playing tympani
M_0KYUcqS8g_000009	chicken clucking
blRJgHaFyNM_000024	chipmunk chirping
A-odqVz9Oc4_000001	dog growling
GteozUDpJRc_000030	engine accelerating
ens9NP4O468_000017	cow lowing
I-HlrcP6Qg4_000030	engine accelerating
pmdoDcNBt0E_000030	female singing
fc9x20wj8ss_000076	telephone bell ringing
UZidCXq6gmw_000006	electric grinder grinding
M0Iwz8p-3XU_000030	typing on typewriter
3vDDWN5GKAA_000139	playing snare drum
sUktuuWltHc_000010	donkey braying
2kQCMxf0onU_000036	cat meowing
ihQiGrQMR3U_000006	air conditioning noise
HhsGpNE4abY_000300	playing hammond organ
97IV2XK2l3U_000000	ice cream truck
Mgd0Hsgl8gU_000100	machine gun shooting
n2JanKszFoQ_000200	playing cello
6GoWuxmiXRc_000070	mynah bird singing
bzHZ7yvmVMk_000138	dinosaurs bellowing
rKwsKLBKTIY_000059	man singing
QGhPi_IvNyk_000030	car engine knocking
3t6pqBKV0kY_000030	speedboat acceleration
I7OqRsLtmh0_000310	church bell ringing
PaZ4aVEsPsE_000019	playing violin
TZGKriaJKAY_000163	sharpening knife
Ta9R_TuzIUM_000341	driving snowmobile
hFkC9DzHoho_000189	playing bassoon
ANxHyEeVnV8_000026	barn swallow calling
9omaijBLqrg_000060	playing guiro
IVJkeUVwUaY_000145	playing erhu
7RNTXUuCKoQ_000029	children shouting
j_cywbssn70_000115	child singing
AWet9qFT15M_000079	pigeon cooing
fLPEAElOWho_000148	playing bass drum
7fft0a682rE_000000	bird wings flapping
D-7c7OP4dFg_000051	electric shaver
O4XYhK_tQnk_000028	playing violin
TOEwQXeyNe8_000210	bull bellowing
8B3FjLzkdPA_000020	playing clarinet
9ZBaKqh-Bmk_000131	alligators hissing
x1x54MgStxQ_000130	playing ukulele
ZMcJY8yLjUs_000011	magpie calling
KpBPs6klq2U_000426	tractor digging
25QsgUI0x8U_000020	orchestra
f-22ZuQyAJ4_000119	wood thrush calling
U95UReP4mdo_000030	kayak rowing
mFnSuE0zskc_000000	chickadee calling
pf00DOALuZ0_000275	people eating crisps
0eDN0YmnJRY_000002	cheetah chirping
Q4cVLAbRVDc_000045	wind chime
pKG3RMK__dc_000110	car passing by
rQUz1GGqc6E_000333	playing double bass
z7rxl5KsPjs_000090	playing violin
9SZC5O-gwAI_000263	whale calling
